,0,1,Match,prediction
3222,campaign for tobacco-free kids,at&t services inc,0,0
3223,campaign for tobacco-free kids,national coalition of 100 black women,0,0
3224,campaign for tobacco-free kids,campaign for tobacco-free kids,1,1
3225,campaign for tobacco-free kids,dell computers corp,0,0
3226,campaign for tobacco-free kids,dell computer corp,0,0
3227,campaign for tobacco-free kids,pfizer inc,0,0
3228,campaign for tobacco-free kids,natl automatic merchandising assoc,0,0
3229,campaign for tobacco-free kids,lutherans concerned,0,0
3230,campaign for tobacco-free kids,cadwalader wickersham & taft llp,0,0
3231,campaign for tobacco-free kids,naral pro-choice oreogn,0,0
3232,campaign for tobacco-free kids,william morris agency inc,0,0
3233,dell computers corp,vietnam veterans of america,0,0
3234,dell computers corp,american family association inc,0,0
3235,dell computers corp,the san francisco aids foundation,0,0
3236,dell computers corp,americans united for separation of church & state,0,0
3237,dell computers corp,"planned parenthood,",0,0
3238,dell computers corp,american federation of state county and municipal employees,0,0
3239,dell computers corp,winstar communications llc,0,0
3240,dell computers corp,JPMORGAN CHASE BANK NA,0,0
3241,dell computers corp,planned parenthood federation of america,0,0
3242,dell computers corp,common cause,0,0
3243,dell computers corp,lutherans concerned north america,0,0
3244,dell computers corp,aphilip randolph institute,0,0
3245,dell computers corp,council of state government,0,0
3246,dell computers corp,california bankers association,0,0
3247,dell computers corp,public affairs council,0,0
3248,dell computers corp,NATIONAL EDUCATION ASSOCIATION,0,0
3249,dell computers corp,san francisco aids foundation,0,0
3250,dell computers corp,"american ethicare, inc",0,0
3251,dell computers corp,pepsi bottling group inc,0,0
3252,dell computers corp,califoria teachers association,0,0
3253,dell computers corp,agua claiente band of cahuilla indians,0,0
3254,dell computers corp,agua caliente band of cahuilla indians,0,0
3255,dell computers corp,planned parenthood federation of america inc,0,0
3256,dell computers corp,sheet metal workers international assoc pal,0,0
3257,dell computers corp,coalition of 100 black women,0,0
3258,dell computers corp,pifizer inc,0,0
3259,dell computers corp,national education association,0,0
3260,dell computers corp,national association for the advancement of colored people legal defense and educational fund inc,0,0
3261,dell computers corp,sheet metal workers international association,0,0
3262,dell computers corp,california teachers assoc,0,0
3263,dell computers corp,national association of independent insurance,0,0
3264,dell computers corp,trout unlimited bellevue-issaquah chapte,0,0
3265,dell computers corp,the augusta chronicle,0,0
3266,dell computers corp,national association of independent insurers,0,0
3267,dell computers corp,california bankers assoc,0,0
3268,dell computers corp,american consulting engineers council,0,0
3269,dell computers corp,cadwalader wickersham  taft,0,0
3270,dell computers corp,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
3271,dell computers corp,american civil liberties union,0,0
3272,dell computers corp,vietnam veterns of america,0,0
3273,dell computers corp,georgia real estate investors association inc,0,0
3274,dell computers corp,campaign for tobacco free kids,0,0
3275,dell computers corp,att services inc,0,0
3276,dell computers corp,"the pepsi bottling group, inc",0,0
3277,dell computers corp,national association for the advancement of colored people,0,0
3278,dell computers corp,american consulting engineers coun,0,0
3279,dell computers corp,naral pro choice oregon,0,0
3280,dell computers corp,augusta chronicle,0,0
3281,dell computers corp,winstar communications inc,0,0
3282,dell computers corp,national association of chairug stores,0,0
3283,dell computers corp,at&t services inc,0,0
3284,dell computers corp,national coalition of 100 black women,0,0
3285,dell computers corp,campaign for tobacco-free kids,0,0
3286,dell computers corp,dell computers corp,1,1
3287,dell computers corp,dell computer corp,1,1
3288,dell computers corp,pfizer inc,0,0
3289,dell computers corp,natl automatic merchandising assoc,0,0
3290,dell computers corp,lutherans concerned,0,0
3291,dell computers corp,cadwalader wickersham & taft llp,0,0
3292,dell computers corp,naral pro-choice oreogn,0,0
3293,dell computers corp,william morris agency inc,0,0
3294,dell computer corp,vietnam veterans of america,0,0
3295,dell computer corp,american family association inc,0,0
3296,dell computer corp,the san francisco aids foundation,0,0
3297,dell computer corp,americans united for separation of church & state,0,0
3298,dell computer corp,"planned parenthood,",0,0
3299,dell computer corp,american federation of state county and municipal employees,0,0
3300,dell computer corp,winstar communications llc,0,0
3301,dell computer corp,JPMORGAN CHASE BANK NA,0,0
3302,dell computer corp,planned parenthood federation of america,0,0
3303,dell computer corp,common cause,0,0
3304,dell computer corp,lutherans concerned north america,0,0
3305,dell computer corp,aphilip randolph institute,0,0
3306,dell computer corp,council of state government,0,0
3307,dell computer corp,california bankers association,0,0
3308,dell computer corp,public affairs council,0,0
3309,dell computer corp,NATIONAL EDUCATION ASSOCIATION,0,0
3310,dell computer corp,san francisco aids foundation,0,0
3311,dell computer corp,"american ethicare, inc",0,0
3312,dell computer corp,pepsi bottling group inc,0,0
3313,dell computer corp,califoria teachers association,0,0
3314,dell computer corp,agua claiente band of cahuilla indians,0,0
3315,dell computer corp,agua caliente band of cahuilla indians,0,0
3316,dell computer corp,planned parenthood federation of america inc,0,0
3317,dell computer corp,sheet metal workers international assoc pal,0,0
3318,dell computer corp,coalition of 100 black women,0,0
3319,dell computer corp,pifizer inc,0,0
3320,dell computer corp,national education association,0,0
3321,dell computer corp,national association for the advancement of colored people legal defense and educational fund inc,0,0
3322,dell computer corp,sheet metal workers international association,0,0
3323,dell computer corp,california teachers assoc,0,0
3324,dell computer corp,national association of independent insurance,0,0
3325,dell computer corp,trout unlimited bellevue-issaquah chapte,0,0
3326,dell computer corp,the augusta chronicle,0,0
3327,dell computer corp,national association of independent insurers,0,0
3328,dell computer corp,california bankers assoc,0,0
3329,dell computer corp,american consulting engineers council,0,0
3330,dell computer corp,cadwalader wickersham  taft,0,0
3331,dell computer corp,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
3332,dell computer corp,american civil liberties union,0,0
3333,dell computer corp,vietnam veterns of america,0,0
3334,dell computer corp,georgia real estate investors association inc,0,0
3335,dell computer corp,campaign for tobacco free kids,0,0
3336,dell computer corp,att services inc,0,0
3337,dell computer corp,"the pepsi bottling group, inc",0,0
3338,dell computer corp,national association for the advancement of colored people,0,0
3339,dell computer corp,american consulting engineers coun,0,0
3340,dell computer corp,naral pro choice oregon,0,0
3341,dell computer corp,augusta chronicle,0,0
3342,dell computer corp,winstar communications inc,0,0
3343,dell computer corp,national association of chairug stores,0,0
3344,dell computer corp,at&t services inc,0,0
3345,dell computer corp,national coalition of 100 black women,0,0
3346,dell computer corp,campaign for tobacco-free kids,0,0
3347,dell computer corp,dell computers corp,1,1
3348,dell computer corp,dell computer corp,1,1
3349,dell computer corp,pfizer inc,0,0
